ID,YEAR,COUNTRY,LATITUDE,LONGITUDE,DISASTER_TYPE,HOUSES_AFFECTED,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_DAMAGE_MILLIONS_DOLLARS
19632,2011,JAPAN,38.990472,141.739167,tsunami,,,,
19633,2011,JAPAN,38.496944,141.534278,tsunami,,,,
19634,2011,JAPAN,40.283833,141.805361,tsunami,,,,
19635,2011,JAPAN,39.329056,141.943889,tsunami,,,,
19636,2011,JAPAN,39.361139,141.914972,tsunami,,,,
19637,2011,JAPAN,40.006194,141.921889,tsunami,,,,
19638,2011,JAPAN,40.166972,141.847556,tsunami,,,,
19639,2011,JAPAN,39.355639,141.934306,tsunami,,,,
19640,2011,JAPAN,40.241414,141.826081,tsunami,,,,
19641,2011,JAPAN,39.331,141.945389,tsunami,,,,
19642,2011,JAPAN,39.015139,141.64775,tsunami,,,,
19643,2011,JAPAN,39.324944,141.911667,tsunami,,,,
19644,2011,JAPAN,40.130056,141.840806,tsunami,,,,
19645,2011,JAPAN,39.355833,141.920944,tsunami,,,,
19646,2011,JAPAN,39.934258,141.938694,tsunami,,,,
19647,2011,JAPAN,39.382528,141.938417,tsunami,,,,
19648,2011,JAPAN,39.321444,141.897306,tsunami,,,,
19649,2011,JAPAN,39.959806,141.954306,tsunami,,,,
19650,2011,JAPAN,39.115621,141.887504,tsunami,,,,
19651,2011,JAPAN,39.943668,141.941883,tsunami,,,,
19652,2011,JAPAN,39.033583,141.740056,tsunami,,,,
19653,2011,JAPAN,39.065667,141.736611,tsunami,,,,
19654,2011,JAPAN,39.055667,141.745056,tsunami,,,,
19655,2011,JAPAN,39.019444,141.751028,tsunami,,,,
19656,2011,JAPAN,39.01275,141.714667,tsunami,,,,
19657,2011,JAPAN,39.001861,141.737917,tsunami,,,,
19658,2011,JAPAN,39.000222,141.738028,tsunami,,,,
19659,2011,JAPAN,39.020833,141.760111,tsunami,,,,
19660,2011,JAPAN,38.986472,141.740556,tsunami,,,,
19661,2011,JAPAN,38.998167,141.735917,tsunami,,,,
19662,2011,JAPAN,38.988861,141.736889,tsunami,,,,
19663,2011,JAPAN,38.988833,141.73925,tsunami,,,,
19664,2011,JAPAN,38.996694,141.710639,tsunami,,,,
19665,2011,JAPAN,38.99125,141.727056,tsunami,,,,
19666,2011,JAPAN,38.988333,141.732944,tsunami,,,,
19667,2011,JAPAN,38.996472,141.721972,tsunami,,,,
19668,2011,JAPAN,38.988722,141.723194,tsunami,,,,
19669,2011,JAPAN,38.989694,141.7225,tsunami,,,,
19670,2011,JAPAN,38.997778,141.712083,tsunami,,,,
19671,2011,JAPAN,39.0345,141.767028,tsunami,,,,
19672,2011,JAPAN,39.000694,141.72275,tsunami,,,,
19673,2011,JAPAN,39.002639,141.71325,tsunami,,,,
19674,2011,JAPAN,38.987167,141.713083,tsunami,,,,
19675,2011,JAPAN,38.178222,140.940194,tsunami,,,,
19676,2011,JAPAN,38.648944,141.442639,tsunami,,,,
19677,2011,JAPAN,36.495861,140.61425,tsunami,,,,
19678,2011,JAPAN,35.928936,140.647644,tsunami,,,,
19679,2011,JAPAN,35.932189,140.650283,tsunami,,,,
19680,2011,JAPAN,35.932322,140.65488,tsunami,,,,
19681,2011,JAPAN,36.699611,140.717889,tsunami,,,,
19682,2011,JAPAN,39.27275,141.872528,tsunami,,,,
19683,2011,JAPAN,39.241972,141.932306,tsunami,,,,
19684,2011,JAPAN,39.242,141.933667,tsunami,,,,
19685,2011,JAPAN,38.537222,141.371917,tsunami,,,,
19686,2011,JAPAN,38.121611,140.898667,tsunami,,,,
19687,2011,JAPAN,38.4425,141.211389,tsunami,,,,
19688,2011,JAPAN,38.050278,140.884778,tsunami,,,,
19689,2011,JAPAN,39.032722,141.737111,tsunami,,,,
19690,2011,JAPAN,39.062917,141.739667,tsunami,,,,
19691,2011,JAPAN,39.059278,141.715194,tsunami,,,,
19692,2011,JAPAN,39.093194,141.702389,tsunami,,,,
19693,2011,JAPAN,39.045111,141.722472,tsunami,,,,
19694,2011,JAPAN,39.020972,141.761833,tsunami,,,,
19695,2011,JAPAN,39.036528,141.743833,tsunami,,,,
19696,2011,JAPAN,39.055333,141.721556,tsunami,,,,
19697,2011,JAPAN,39.056167,141.722722,tsunami,,,,
19698,2011,JAPAN,39.019639,141.754083,tsunami,,,,
19699,2011,JAPAN,39.074417,141.745028,tsunami,,,,
19700,2011,JAPAN,39.002472,141.735944,tsunami,,,,
19701,2011,JAPAN,38.990417,141.729722,tsunami,,,,
19702,2011,JAPAN,38.991556,141.737056,tsunami,,,,
19703,2011,JAPAN,39.035028,141.769778,tsunami,,,,
19704,2011,JAPAN,39.011639,141.731194,tsunami,,,,
19705,2011,JAPAN,38.99575,141.726722,tsunami,,,,
19706,2011,JAPAN,39.040361,141.765722,tsunami,,,,
19707,2011,JAPAN,38.177472,140.945333,tsunami,,,,
19708,2011,JAPAN,35.537881,140.454514,tsunami,,,,
19709,2011,JAPAN,36.494611,140.612028,tsunami,,,,
19710,2011,JAPAN,35.932878,140.652375,tsunami,,,,
19711,2011,JAPAN,35.868033,140.739303,tsunami,,,,
19712,2011,JAPAN,40.535161,141.528206,tsunami,,,,
19713,2011,JAPAN,38.0673,140.897217,tsunami,,,,
19714,2011,JAPAN,38.889222,141.565167,tsunami,,,,
19715,2011,JAPAN,40.541928,141.501383,tsunami,,,,
19716,2011,JAPAN,34.052218,134.563566,tsunami,,,,
19717,2011,JAPAN,38.438278,141.226528,tsunami,,,,
19718,2011,JAPAN,42.309,140.972972,tsunami,,,,
19719,2011,JAPAN,40.539897,141.505428,tsunami,,,,
19720,2011,JAPAN,38.535333,141.356639,tsunami,,,,
19721,2011,JAPAN,38.422889,141.369917,tsunami,,,,
19722,2011,JAPAN,38.432889,141.229722,tsunami,,,,
19723,2011,JAPAN,38.251211,140.985897,tsunami,,,,
19724,2011,JAPAN,38.441417,141.225333,tsunami,,,,
19725,2011,JAPAN,38.263183,140.9871,tsunami,,,,
19726,2011,JAPAN,38.116972,140.897861,tsunami,,,,
19727,2011,JAPAN,38.113472,140.881083,tsunami,,,,
19728,2011,JAPAN,37.952933,140.892667,tsunami,,,,
19729,2011,JAPAN,38.235053,140.933133,tsunami,,,,
19730,2011,JAPAN,38.243333,140.954472,tsunami,,,,
19731,2011,JAPAN,38.302889,141.035194,tsunami,,,,
19732,2011,JAPAN,38.463667,141.265028,tsunami,,,,
19733,2011,JAPAN,38.426083,141.307806,tsunami,,,,
19734,2011,JAPAN,38.449944,141.350806,tsunami,,,,
19735,2011,JAPAN,38.446611,141.437778,tsunami,,,,
19736,2011,JAPAN,38.439028,141.438694,tsunami,,,,
19737,2011,JAPAN,38.437028,141.455556,tsunami,,,,
19738,2011,JAPAN,38.377824,141.107776,tsunami,,,,
19739,2011,JAPAN,38.457182,141.28022,tsunami,,,,
19740,2011,JAPAN,38.466133,141.289621,tsunami,,,,
19741,2011,JAPAN,38.466619,141.291614,tsunami,,,,
19742,2011,JAPAN,38.396869,141.148548,tsunami,,,,
19743,2011,JAPAN,38.427475,141.366908,tsunami,,,,
19744,2011,JAPAN,42.330722,141.02175,tsunami,,,,
19745,2011,JAPAN,38.191146,140.928266,tsunami,,,,
19746,2011,JAPAN,38.447598,141.245062,tsunami,,,,
19747,2011,JAPAN,38.312373,141.028156,tsunami,,,,
19748,2011,JAPAN,38.049933,140.872585,tsunami,,,,
19749,2011,JAPAN,38.447528,141.25794,tsunami,,,,
19750,2011,JAPAN,37.850472,140.927046,tsunami,,,,
19751,2011,JAPAN,38.027575,140.870336,tsunami,,,,
19752,2011,JAPAN,38.178882,140.91991,tsunami,,,,
19753,2011,JAPAN,38.040062,140.873256,tsunami,,,,
19754,2011,JAPAN,38.400725,141.175833,tsunami,,,,
19755,2011,JAPAN,38.183469,140.922618,tsunami,,,,
19756,2011,JAPAN,38.003551,140.877486,tsunami,,,,
19757,2011,JAPAN,38.033044,140.874255,tsunami,,,,
19758,2011,JAPAN,42.310818,140.265383,tsunami,,,,
19759,2011,JAPAN,38.00856,140.872441,tsunami,,,,
19760,2011,JAPAN,38.404336,141.159867,tsunami,,,,
19761,2011,JAPAN,43.337028,145.71775,tsunami,,,,
19762,2011,JAPAN,42.303385,140.27389,tsunami,,,,
19763,2011,JAPAN,38.158518,140.900709,tsunami,,,,
19764,2011,JAPAN,42.438706,140.306216,tsunami,,,,
19765,2011,JAPAN,38.188517,140.922674,tsunami,,,,
19766,2011,JAPAN,40.096583,141.825972,tsunami,,,,
19767,2011,JAPAN,39.937861,141.940844,tsunami,,,,
19768,2011,JAPAN,39.919286,141.938964,tsunami,,,,
19769,2011,JAPAN,39.436111,142.008889,tsunami,,,,
19770,2011,JAPAN,39.45805,142.046567,tsunami,,,,
19771,2011,JAPAN,39.28875,141.916028,tsunami,,,,
19772,2011,JAPAN,39.317572,141.972503,tsunami,,,,
19773,2011,JAPAN,43.21122,140.77498,tsunami,,,,
19774,2011,JAPAN,40.611072,141.460019,tsunami,,,,
19775,2011,JAPAN,40.648128,141.443622,tsunami,,,,
19776,2011,JAPAN,40.807328,141.402425,tsunami,,,,
19777,2011,JAPAN,40.621025,141.454953,tsunami,,,,
19778,2011,JAPAN,40.637989,141.446972,tsunami,,,,
19779,2011,JAPAN,40.625267,141.452992,tsunami,,,,
19780,2011,JAPAN,40.771636,141.409372,tsunami,,,,
19781,2011,JAPAN,40.749389,141.413822,tsunami,,,,
19782,2011,JAPAN,40.6976,141.426703,tsunami,,,,
19783,2011,JAPAN,40.793925,141.404817,tsunami,,,,
19784,2011,JAPAN,40.713958,141.422425,tsunami,,,,
19785,2011,JAPAN,40.670133,141.436056,tsunami,,,,
19786,2011,JAPAN,40.655992,141.441039,tsunami,,,,
19787,2011,JAPAN,40.665464,141.437164,tsunami,,,,
19788,2011,JAPAN,35.209167,140.392417,tsunami,,,,
19789,2011,JAPAN,36.828092,140.775969,tsunami,,,,
19790,2011,JAPAN,40.452361,141.678736,tsunami,,,,
19791,2011,JAPAN,39.476718,141.956424,tsunami,,,,
19792,2011,JAPAN,40.466711,141.655367,tsunami,,,,
19793,2011,JAPAN,39.812944,141.964083,tsunami,,,,
19794,2011,JAPAN,39.852306,141.966694,tsunami,,,,
19795,2011,JAPAN,39.691389,141.963444,tsunami,,,,
19796,2011,JAPAN,39.909927,141.94749,tsunami,,,,
19797,2011,JAPAN,39.689583,141.965611,tsunami,,,,
19798,2011,JAPAN,39.813972,141.982139,tsunami,,,,
19799,2011,JAPAN,40.082361,141.829167,tsunami,,,,
19800,2011,JAPAN,39.750806,141.987278,tsunami,,,,
19801,2011,JAPAN,39.751139,141.991917,tsunami,,,,
19802,2011,JAPAN,39.788967,141.982833,tsunami,,,,
19803,2011,JAPAN,34.651417,135.477778,tsunami,,,,
19804,2011,JAPAN,38.262872,140.988339,tsunami,,,,
19805,2011,JAPAN,40.543594,141.495833,tsunami,,,,
19806,2011,JAPAN,40.524633,141.542414,tsunami,,,,
19807,2011,JAPAN,38.041917,140.8855,tsunami,,,,
19808,2011,JAPAN,34.009879,134.577473,tsunami,,,,
19809,2011,JAPAN,38.442444,141.2235,tsunami,,,,
19810,2011,JAPAN,40.536842,141.529333,tsunami,,,,
19811,2011,JAPAN,38.251999,140.970718,tsunami,,,,
19812,2011,JAPAN,33.764236,134.57275,tsunami,,,,
19813,2011,JAPAN,38.37875,141.169333,tsunami,,,,
19814,2011,JAPAN,34.083453,134.540877,tsunami,,,,
19815,2011,JAPAN,38.116472,140.91875,tsunami,,,,
19816,2011,JAPAN,43.666639,145.130528,tsunami,,,,
19817,2011,JAPAN,38.125917,140.902222,tsunami,,,,
19818,2011,JAPAN,40.526222,141.520608,tsunami,,,,
19819,2011,JAPAN,34.084265,134.535168,tsunami,,,,
19820,2011,JAPAN,38.263031,140.986969,tsunami,,,,
19821,2011,JAPAN,38.4375,141.389694,tsunami,,,,
19822,2011,JAPAN,40.523747,141.540033,tsunami,,,,
19823,2011,JAPAN,40.536792,141.5592,tsunami,,,,
19824,2011,JAPAN,37.966903,140.889853,tsunami,,,,
19825,2011,JAPAN,38.048833,140.903,tsunami,,,,
19826,2011,JAPAN,38.051139,140.886472,tsunami,,,,
19827,2011,JAPAN,38.393278,141.15525,tsunami,,,,
19828,2011,JAPAN,38.031167,140.889139,tsunami,,,,
19829,2011,JAPAN,38.069528,140.897,tsunami,,,,
19830,2011,JAPAN,34.04446,134.556308,tsunami,,,,
19831,2011,JAPAN,38.435389,141.251806,tsunami,,,,
19832,2011,JAPAN,38.445389,141.335778,tsunami,,,,
19833,2011,JAPAN,38.019417,140.878833,tsunami,,,,
19834,2011,JAPAN,40.529975,141.511283,tsunami,,,,
19835,2011,JAPAN,40.539433,141.562453,tsunami,,,,
19836,2011,JAPAN,38.441917,141.280417,tsunami,,,,
19837,2011,JAPAN,38.446083,141.238889,tsunami,,,,
19838,2011,JAPAN,38.428889,141.241611,tsunami,,,,
19839,2011,JAPAN,38.121917,140.8975,tsunami,,,,
19840,2011,JAPAN,38.545056,141.402028,tsunami,,,,
19841,2011,JAPAN,40.534033,141.557044,tsunami,,,,
19842,2011,JAPAN,41.7525,140.874722,tsunami,,,,
19843,2011,JAPAN,38.442917,141.323667,tsunami,,,,
19844,2011,JAPAN,38.249725,141.002594,tsunami,,,,
19845,2011,JAPAN,42.371722,140.917278,tsunami,,,,
19846,2011,JAPAN,42.371722,140.917278,tsunami,,,,
19847,2011,JAPAN,40.528431,141.552067,tsunami,,,,
19848,2011,JAPAN,33.884722,134.671944,tsunami,,,,
19849,2011,JAPAN,42.30775,140.969667,tsunami,,,,
19850,2011,JAPAN,42.30775,140.969667,tsunami,,,,
19851,2011,JAPAN,38.44075,141.265556,tsunami,,,,
19852,2011,JAPAN,38.4375,141.387389,tsunami,,,,
19853,2011,JAPAN,38.431833,141.263556,tsunami,,,,
19854,2011,JAPAN,42.514528,140.783389,tsunami,,,,
19855,2011,JAPAN,36.9407,140.871366,tsunami,,,,
19856,2011,JAPAN,38.119333,140.894917,tsunami,,,,
19857,2011,JAPAN,35.666306,139.787833,tsunami,,,,
19858,2011,JAPAN,38.438972,141.247917,tsunami,,,,
19859,2011,JAPAN,40.586242,141.462044,tsunami,,,,
19860,2011,JAPAN,34.673556,138.945444,tsunami,,,,
19861,2011,JAPAN,38.378444,141.11175,tsunami,,,,
19862,2011,JAPAN,40.526517,141.537333,tsunami,,,,
19863,2011,JAPAN,33.624814,134.362722,tsunami,,,,
19864,2011,JAPAN,33.624814,134.362722,tsunami,,,,
19865,2011,JAPAN,43.341556,145.758472,tsunami,,,,
19866,2011,JAPAN,41.772444,140.722194,tsunami,,,,
19867,2011,JAPAN,40.527014,141.546806,tsunami,,,,
19868,2011,JAPAN,38.435333,141.238194,tsunami,,,,
19869,2011,JAPAN,38.018639,140.888389,tsunami,,,,
19870,2011,JAPAN,38.120472,140.905083,tsunami,,,,
19871,2011,JAPAN,38.126306,140.886611,tsunami,,,,
19872,2011,JAPAN,38.229057,140.985352,tsunami,,,,
19873,2011,JAPAN,38.428389,141.251528,tsunami,,,,
19874,2011,JAPAN,36.944078,140.911706,tsunami,,,,
19875,2011,JAPAN,36.944078,140.911706,tsunami,,,,
19876,2011,JAPAN,38.10525,140.911667,tsunami,,,,
19877,2011,JAPAN,38.036861,140.892444,tsunami,,,,
19878,2011,JAPAN,38.008,140.884472,tsunami,,,,
19879,2011,JAPAN,42.588861,140.47525,tsunami,,,,
19880,2011,JAPAN,36.944053,140.911578,tsunami,,,,
19881,2011,JAPAN,43.286306,145.583444,tsunami,,,,
19882,2011,JAPAN,38.448446,141.293375,tsunami,,,,
19883,2011,JAPAN,38.446243,141.291268,tsunami,,,,
19884,2011,JAPAN,37.052028,140.963083,tsunami,,,,
19885,2011,JAPAN,38.162645,140.905883,tsunami,,,,
19886,2011,JAPAN,42.141869,142.912386,tsunami,,,,
19887,2011,JAPAN,38.449345,141.287698,tsunami,,,,
19888,2011,JAPAN,38.01202,140.867673,tsunami,,,,
19889,2011,JAPAN,42.997328,144.155463,tsunami,,,,
19890,2011,JAPAN,38.889426,141.564025,tsunami,,,,
19891,2011,JAPAN,42.140405,142.910742,tsunami,,,,
19892,2011,JAPAN,42.198733,142.660617,tsunami,,,,
19893,2011,JAPAN,35.277833,139.852025,tsunami,,,,
19894,2011,JAPAN,37.025167,140.963389,tsunami,,,,
19895,2011,JAPAN,38.320015,141.017833,tsunami,,,,
19896,2011,JAPAN,37.726842,140.992375,tsunami,,,,
19897,2011,JAPAN,42.137823,142.910952,tsunami,,,,
19898,2011,JAPAN,37.96929,140.882401,tsunami,,,,
19899,2011,JAPAN,42.46412,142.170789,tsunami,,,,
19900,2011,JAPAN,38.290965,140.984365,tsunami,,,,
19901,2011,JAPAN,38.267672,140.973559,tsunami,,,,
19902,2011,JAPAN,38.290976,141.046332,tsunami,,,,
19903,2011,JAPAN,38.255793,140.963186,tsunami,,,,
19904,2011,JAPAN,38.893899,141.564113,tsunami,,,,
19905,2011,JAPAN,38.288253,140.999441,tsunami,,,,
19906,2011,JAPAN,42.129589,142.935271,tsunami,,,,
19907,2011,JAPAN,33.848889,134.623611,tsunami,,,,
19908,2011,JAPAN,42.036289,143.119386,tsunami,,,,
19909,2011,JAPAN,36.583333,140.662194,tsunami,,,,
19910,2011,JAPAN,37.818006,140.942889,tsunami,,,,
19911,2011,JAPAN,42.186333,142.708183,tsunami,,,,
19912,2011,JAPAN,42.549933,141.940817,tsunami,,,,
19913,2011,JAPAN,39.843556,141.96025,tsunami,,,,
19914,2011,JAPAN,38.906673,141.568059,tsunami,,,,
19915,2011,JAPAN,42.224301,143.319198,tsunami,,,,
19916,2011,JAPAN,43.187967,145.412488,tsunami,,,,
19917,2011,JAPAN,37.711617,140.995026,tsunami,,,,
19918,2011,JAPAN,37.699466,140.976305,tsunami,,,,
19919,2011,JAPAN,36.696917,140.716444,tsunami,,,,
19920,2011,JAPAN,38.453528,141.300472,tsunami,,,,
19921,2011,JAPAN,42.296236,142.452047,tsunami,,,,
19922,2011,JAPAN,38.4145,141.388083,tsunami,,,,
19923,2011,JAPAN,38.069694,140.886528,tsunami,,,,
19924,2011,JAPAN,36.922875,140.872418,tsunami,,,,
19925,2011,JAPAN,38.353833,141.444528,tsunami,,,,
19926,2011,JAPAN,36.921495,140.800717,tsunami,,,,
19927,2011,JAPAN,38.038825,140.916261,tsunami,,,,
19928,2011,JAPAN,38.902417,141.588722,tsunami,,,,
19929,2011,JAPAN,38.372167,141.456278,tsunami,,,,
19930,2011,JAPAN,38.417278,141.297528,tsunami,,,,
19931,2011,JAPAN,38.347722,141.463583,tsunami,,,,
19932,2011,JAPAN,38.083111,140.924878,tsunami,,,,
19933,2011,JAPAN,38.174556,140.956861,tsunami,,,,
19934,2011,JAPAN,37.826702,140.973063,tsunami,,,,
19935,2011,JAPAN,38.399861,141.4825,tsunami,,,,
19936,2011,JAPAN,39.359222,141.909056,tsunami,,,,
19937,2011,JAPAN,38.694861,141.503583,tsunami,,,,
19938,2011,JAPAN,38.760556,141.504778,tsunami,,,,
19939,2011,JAPAN,37.814893,140.924569,tsunami,,,,
19940,2011,JAPAN,35.281222,139.852917,tsunami,,,,
19941,2011,JAPAN,42.531861,140.398743,tsunami,,,,
19942,2011,JAPAN,38.06745,140.922067,tsunami,,,,
19943,2011,JAPAN,36.915037,140.797484,tsunami,,,,
19944,2011,JAPAN,38.05125,140.92185,tsunami,,,,
19945,2011,JAPAN,36.935869,140.87258,tsunami,,,,
19946,2011,JAPAN,42.417569,143.389968,tsunami,,,,
19947,2011,JAPAN,42.99247,144.199359,tsunami,,,,
19948,2011,JAPAN,38.067367,140.922033,tsunami,,,,
19949,2011,JAPAN,38.1822,140.958317,tsunami,,,,
19950,2011,JAPAN,36.99469,140.972765,tsunami,,,,
19951,2011,JAPAN,36.981,140.964041,tsunami,,,,
19952,2011,JAPAN,40.00775,141.929028,tsunami,,,,
19953,2011,JAPAN,40.117833,141.833639,tsunami,,,,
19954,2011,JAPAN,40.52635,141.583064,tsunami,,,,
19955,2011,JAPAN,40.464478,141.660528,tsunami,,,,
19956,2011,JAPAN,40.524947,141.584142,tsunami,,,,
19957,2011,JAPAN,40.51835,141.59265,tsunami,,,,
19958,2011,JAPAN,40.539378,141.50785,tsunami,,,,
19959,2011,JAPAN,42.580722,140.710944,tsunami,,,,
19960,2011,JAPAN,38.44525,141.219361,tsunami,,,,
19961,2011,JAPAN,38.437722,141.266389,tsunami,,,,
19962,2011,JAPAN,40.585583,141.461092,tsunami,,,,
19963,2011,JAPAN,40.523761,141.541114,tsunami,,,,
19964,2011,JAPAN,38.044361,140.883056,tsunami,,,,
19965,2011,JAPAN,42.370889,140.917778,tsunami,,,,
19966,2011,JAPAN,38.122,140.908611,tsunami,,,,
19967,2011,JAPAN,38.444306,141.332167,tsunami,,,,
19968,2011,JAPAN,38.379,141.129722,tsunami,,,,
19969,2011,JAPAN,38.428556,141.255194,tsunami,,,,
19970,2011,JAPAN,38.262783,140.988278,tsunami,,,,
19971,2011,JAPAN,38.2631,140.986717,tsunami,,,,
19972,2011,JAPAN,43.369694,145.808861,tsunami,,,,
19973,2011,JAPAN,41.772416,140.722402,tsunami,,,,
19974,2011,JAPAN,43.342251,145.585795,tsunami,,,,
19975,2011,JAPAN,38.343083,141.149389,tsunami,,,,
19976,2011,JAPAN,38.343083,141.149389,tsunami,,,,
19977,2011,JAPAN,38.444056,141.323278,tsunami,,,,
19978,2011,JAPAN,38.060194,140.901389,tsunami,,,,
19979,2011,JAPAN,40.525119,141.530917,tsunami,,,,
19980,2011,JAPAN,37.840972,140.923472,tsunami,,,,
19981,2011,JAPAN,40.536983,141.505128,tsunami,,,,
19982,2011,JAPAN,40.547853,141.505158,tsunami,,,,
19983,2011,JAPAN,38.435,141.263083,tsunami,,,,
19984,2011,JAPAN,38.429528,141.371167,tsunami,,,,
19985,2011,JAPAN,38.033,140.882611,tsunami,,,,
19986,2011,JAPAN,41.893917,141.016917,tsunami,,,,
19987,2011,JAPAN,38.02,140.880917,tsunami,,,,
19988,2011,JAPAN,38.054611,140.899528,tsunami,,,,
19989,2011,JAPAN,41.771681,140.726495,tsunami,,,,
19990,2011,JAPAN,38.041194,140.889667,tsunami,,,,
19991,2011,JAPAN,42.524028,141.320056,tsunami,,,,
19992,2011,JAPAN,38.116833,140.906389,tsunami,,,,
19993,2011,JAPAN,41.733056,140.936111,tsunami,,,,
19994,2011,JAPAN,38.251003,140.986084,tsunami,,,,
19995,2011,JAPAN,38.429861,141.247917,tsunami,,,,
19996,2011,JAPAN,36.355349,140.611899,tsunami,,,,
19997,2011,JAPAN,38.143306,140.891056,tsunami,,,,
19998,2011,JAPAN,38.339556,141.144667,tsunami,,,,
19999,2011,JAPAN,38.153472,140.907944,tsunami,,,,
20000,2011,JAPAN,38.024028,140.883,tsunami,,,,
20001,2011,JAPAN,36.953559,140.9077,tsunami,,,,
20002,2011,JAPAN,38.378306,141.079,tsunami,,,,
20003,2011,JAPAN,43.283028,145.585861,tsunami,,,,
20004,2011,JAPAN,38.013778,140.883361,tsunami,,,,
20005,2011,JAPAN,38.113333,140.926917,tsunami,,,,
20006,2011,JAPAN,34.428572,136.876267,tsunami,,,,
20007,2011,JAPAN,38.023611,140.890806,tsunami,,,,
20008,2011,JAPAN,38.421611,141.360806,tsunami,,,,
20009,2011,JAPAN,42.586139,140.641472,tsunami,,,,
20010,2011,JAPAN,38.153694,140.901028,tsunami,,,,
20011,2011,JAPAN,38.375722,141.115306,tsunami,,,,
20012,2011,JAPAN,38.004611,140.888972,tsunami,,,,
20013,2011,JAPAN,38.167556,140.933444,tsunami,,,,
20014,2011,JAPAN,38.162389,140.923028,tsunami,,,,
20015,2011,JAPAN,38.215806,140.962056,tsunami,,,,
20016,2011,JAPAN,41.767194,140.713694,tsunami,,,,
20017,2011,JAPAN,38.125833,140.879583,tsunami,,,,
20018,2011,JAPAN,38.427694,141.233889,tsunami,,,,
20019,2011,JAPAN,38.008417,140.887861,tsunami,,,,
20020,2011,JAPAN,38.335389,141.090333,tsunami,,,,
20021,2011,JAPAN,36.898015,140.799807,tsunami,,,,
20022,2011,JAPAN,38.386528,141.106806,tsunami,,,,
20023,2011,JAPAN,38.524194,141.412194,tsunami,,,,
20024,2011,JAPAN,38.163417,140.915194,tsunami,,,,
20025,2011,JAPAN,43.329083,145.697528,tsunami,,,,
20026,2011,JAPAN,38.010056,140.894611,tsunami,,,,
20027,2011,JAPAN,35.645694,140.581,tsunami,,,,
20028,2011,JAPAN,41.768583,140.712778,tsunami,,,,
20029,2011,JAPAN,40.531206,141.538611,tsunami,,,,
20030,2011,JAPAN,42.953056,144.0865,tsunami,,,,
20031,2011,JAPAN,35.646306,140.580722,tsunami,,,,
20032,2011,JAPAN,38.293861,141.016167,tsunami,,,,
20033,2011,JAPAN,38.385306,141.1595,tsunami,,,,
20034,2011,JAPAN,38.316472,141.031778,tsunami,,,,
20035,2011,JAPAN,36.057667,140.622778,tsunami,,,,
20036,2011,JAPAN,42.015426,143.146736,tsunami,,,,
20037,2011,JAPAN,37.760349,140.969795,tsunami,,,,
20038,2011,JAPAN,41.948581,143.217006,tsunami,,,,
20039,2011,JAPAN,36.442989,140.607203,tsunami,,,,
20040,2011,JAPAN,36.00875,140.648861,tsunami,,,,
20041,2011,JAPAN,40.151944,141.868611,tsunami,,,,
20042,2011,JAPAN,36.717333,140.726,tsunami,,,,
20043,2011,JAPAN,35.86855,140.739686,tsunami,,,,
20044,2011,JAPAN,36.714556,140.724444,tsunami,,,,
20045,2011,JAPAN,36.449056,140.607861,tsunami,,,,
20046,2011,JAPAN,39.484413,141.97379,tsunami,,,,
20047,2011,JAPAN,36.789139,140.750139,tsunami,,,,
20048,2011,JAPAN,36.741833,140.730222,tsunami,,,,
20049,2011,JAPAN,36.748583,140.732639,tsunami,,,,
20050,2011,JAPAN,42.009641,143.150381,tsunami,,,,
20051,2011,JAPAN,40.541167,141.565722,tsunami,,,,
20052,2011,JAPAN,35.779611,140.808139,tsunami,,,,
20053,2011,JAPAN,38.349894,141.051547,tsunami,,,,
20054,2011,JAPAN,39.644557,141.975533,tsunami,,,,
20055,2011,JAPAN,36.378805,140.626506,tsunami,,,,
20056,2011,JAPAN,39.475028,141.939528,tsunami,,,,
20057,2011,JAPAN,37.039639,140.972194,tsunami,,,,
20058,2011,JAPAN,38.334698,141.164102,tsunami,,,,
20059,2011,JAPAN,38.420647,141.298438,tsunami,,,,
20060,2011,JAPAN,39.484472,141.981222,tsunami,,,,
20061,2011,JAPAN,36.956089,140.942514,tsunami,,,,
20062,2011,JAPAN,39.650251,141.968793,tsunami,,,,
20063,2011,JAPAN,40.443944,141.688361,tsunami,,,,
20064,2011,JAPAN,36.476194,140.610861,tsunami,,,,
20065,2011,JAPAN,39.05025,141.797639,tsunami,,,,
20066,2011,JAPAN,38.172453,140.953772,tsunami,,,,
20067,2011,JAPAN,35.683833,140.644639,tsunami,,,,
20068,2011,JAPAN,39.645457,141.974898,tsunami,,,,
20069,2011,JAPAN,39.011547,141.719611,tsunami,,,,
20070,2011,JAPAN,37.86626,140.91861,tsunami,,,,
20071,2011,JAPAN,38.332361,141.136778,tsunami,,,,
20072,2011,JAPAN,36.915997,140.820972,tsunami,,,,
20073,2011,JAPAN,40.4689,141.6506,tsunami,,,,
20074,2011,JAPAN,39.933944,141.936444,tsunami,,,,
20075,2011,JAPAN,38.284639,141.045389,tsunami,,,,
20076,2011,JAPAN,38.017861,140.90825,tsunami,,,,
20077,2011,JAPAN,37.993833,140.901667,tsunami,,,,
20078,2011,JAPAN,38.00125,140.909472,tsunami,,,,
20079,2011,JAPAN,37.993861,140.905944,tsunami,,,,
