ID,YEAR,COUNTRY,LATITUDE,LONGITUDE,DISASTER_TYPE,HOUSES_AFFECTED,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_DAMAGE_MILLIONS_DOLLARS
10284,1983,JAPAN,35.75,135.117,tsunami,,,,
10285,1983,JAPAN,34.2,129.3,tsunami,,,,
10286,1983,JAPAN,38.467,139.267,tsunami,,,,
10287,1983,JAPAN,38.467,139.267,tsunami,,,,
10288,1983,JAPAN,38.033,139.3,tsunami,,,,
10289,1983,JAPAN,37.033,137.833,tsunami,,,,
10290,1983,JAPAN,37.967,138.25,tsunami,,,,
10291,1983,JAPAN,38.183,139.433,tsunami,,,,
10292,1983,JAPAN,38.183,139.433,tsunami,,,,
10293,1983,JAPAN,38.183,139.433,tsunami,,,,
10294,1983,JAPAN,37.433,138.6,tsunami,,,,
10295,1983,JAPAN,37.367,138.533,tsunami,,,,
10296,1983,JAPAN,37.367,138.533,tsunami,,,,
10297,1983,JAPAN,38.333,138.517,tsunami,,,,
10298,1983,JAPAN,37.183,138.25,tsunami,,,,
10299,1983,JAPAN,37.183,138.25,tsunami,,,,
10300,1983,JAPAN,37.983,139.217,tsunami,,,,
10301,1983,JAPAN,37.933,139.067,tsunami,,,,
10302,1983,JAPAN,37.917,139.05,tsunami,,,,
10303,1983,JAPAN,37.817,138.283,tsunami,,,,
10304,1983,JAPAN,37.817,138.283,tsunami,,,,
10305,1983,JAPAN,38.083,138.433,tsunami,,,,
10306,1983,JAPAN,38.083,138.433,tsunami,,,,
10307,1983,JAPAN,38.25,138.417,tsunami,,,,
10308,1983,JAPAN,38.017,138.233,tsunami,,,,
10309,1983,JAPAN,38.083,138.25,tsunami,,,,
10310,1983,JAPAN,37.65,138.767,tsunami,,,,
10311,1983,JAPAN,42.067,139.467,tsunami,,,,
10312,1983,JAPAN,42.05,139.45,tsunami,,,,
10313,1983,JAPAN,42.05,139.45,tsunami,,,,
10314,1983,JAPAN,43.05,139.45,tsunami,,,,
10315,1983,JAPAN,42.25,139.567,tsunami,,,,
10316,1983,JAPAN,42.167,139.417,tsunami,,,,
10317,1983,JAPAN,42.233,139.567,tsunami,,,,
10318,1983,JAPAN,42.233,139.533,tsunami,,,,
10319,1983,JAPAN,42.167,139.517,tsunami,,,,
10320,1983,JAPAN,35.517,136.033,tsunami,,,,
10321,1983,JAPAN,36.017,133.05,tsunami,,,,
10322,1983,JAPAN,35.517,132.983,tsunami,,,,
10323,1983,JAPAN,36.283,133.2,tsunami,,,,
10324,1983,JAPAN,36.1,133,tsunami,,,,
10325,1983,JAPAN,36.3,133.367,tsunami,,,,
10326,1983,JAPAN,36.3,133.333,tsunami,,,,
10327,1983,JAPAN,36.183,133.2,tsunami,,,,
10328,1983,JAPAN,35.567,133.3,tsunami,,,,
10329,1983,JAPAN,35.583,133.1,tsunami,,,,
10330,1983,JAPAN,35.567,133.283,tsunami,,,,
10331,1983,JAPAN,35.533,133.033,tsunami,,,,
10332,1983,JAPAN,36.317,133.233,tsunami,,,,
10333,1983,JAPAN,35.6,133.1,tsunami,,,,
10334,1983,JAPAN,36.283,133.217,tsunami,,,,
10335,1983,JAPAN,36.2,133.333,tsunami,,,,
10336,1983,JAPAN,36.2,133.333,tsunami,,,,
10337,1983,JAPAN,35.567,133.233,tsunami,,,,
10338,1983,JAPAN,36.1,133.1,tsunami,,,,
10339,1983,JAPAN,34.9,132.067,tsunami,,,,
10340,1983,JAPAN,36.167,133.25,tsunami,,,,
10341,1983,JAPAN,36.25,133.2,tsunami,,,,
10342,1983,JAPAN,35.583,134.3,tsunami,,,,
10343,1983,JAPAN,35.517,133.65,tsunami,,,,
10344,1983,JAPAN,35.517,134,tsunami,,,,
10345,1983,JAPAN,35.5,133.683,tsunami,,,,
10346,1983,JAPAN,35.5,133.683,tsunami,,,,
10347,1983,JAPAN,35.517,134.017,tsunami,,,,
10348,1983,JAPAN,35.45,133.383,tsunami,,,,
10349,1983,JAPAN,35.567,134.283,tsunami,,,,
10350,1983,JAPAN,35.533,133.6,tsunami,,,,
10351,1983,JAPAN,35.533,133.583,tsunami,,,,
10352,1983,JAPAN,35.517,133.5,tsunami,,,,
10353,1983,JAPAN,35.5,133.7,tsunami,,,,
10354,1983,JAPAN,35.55,133.25,tsunami,,,,
10355,1983,JAPAN,35.55,133.25,tsunami,,,,
10356,1983,JAPAN,35.55,133.25,tsunami,,,,
10357,1983,JAPAN,35.55,133.25,tsunami,,,,
10358,1983,JAPAN,35.517,134.083,tsunami,,,,
10359,1983,JAPAN,35.583,134.317,tsunami,,,,
10360,1983,JAPAN,35.583,134.317,tsunami,,,,
10361,1983,JAPAN,35.517,133.933,tsunami,,,,
10362,1983,JAPAN,35.533,134.183,tsunami,,,,
10363,1983,JAPAN,35.467,133.433,tsunami,,,,
10364,1983,JAPAN,36.783,137.067,tsunami,,,,
10365,1983,JAPAN,36.867,136.983,tsunami,,,,
10366,1983,JAPAN,36.9,137.417,tsunami,,,,
10367,1983,JAPAN,36.767,137.233,tsunami,,,,
10368,1983,JAPAN,36.767,137.117,tsunami,,,,
10369,1983,JAPAN,38.567,139.55,tsunami,,,,
10370,1983,JAPAN,38.567,139.55,tsunami,,,,
10371,1983,JAPAN,38.917,139.817,tsunami,,,,
10372,1983,JAPAN,38.917,139.817,tsunami,,,,
10373,1983,JAPAN,34.433,131.417,tsunami,,,,
10374,1983,JAPAN,33.95,130.95,tsunami,,,,
10375,1983,JAPAN,39.933,139.7,tsunami,,,,
10376,1983,SOUTH KOREA,37.23,129.35,tsunami,,3,1,
10378,1983,RUSSIA,43.11,134.32,tsunami,,,,
10379,1983,RUSSIA,46.3,141.8,tsunami,,,,
10380,1983,RUSSIA,44.03,145.86,tsunami,,,,
10381,1983,RUSSIA,43.78,146.75,tsunami,,,,
10382,1983,RUSSIA,56.37,162.45,tsunami,,,,
10383,1983,RUSSIA,43,134,tsunami,,,,
10384,1983,RUSSIA,43.01,131.935,tsunami,,,,
10385,1983,RUSSIA,43.02,131.935,tsunami,,,,
10386,1983,RUSSIA,43.03,131.89,tsunami,,,,
10387,1983,RUSSIA,43.11,131.9,tsunami,,,,
10388,1983,RUSSIA,43.115,132.01,tsunami,,,,
10389,1983,RUSSIA,43.085,131.97,tsunami,,,,
10390,1983,CHILE,-33.033,-71.633,tsunami,,,,
10391,1984,JAPAN,32.6,131.67,tsunami,,,,
10392,1984,JAPAN,38.417,141.267,tsunami,,,,
10393,1984,JAPAN,34.983,139.85,tsunami,,,,
10394,1984,JAPAN,43.2781,145.5678,tsunami,,,,
10395,1984,JAPAN,42.9756,144.3714,tsunami,,,,
10396,1984,JAPAN,43.35,145.583,tsunami,,,,
10397,1984,JAPAN,34.9189,139.825,tsunami,,,,
10398,1984,JAPAN,34.9189,139.825,tsunami,,,,
10399,1984,JAPAN,34.217,139.133,tsunami,,,,
10400,1984,JAPAN,32.7792,132.9589,tsunami,,,,
10401,1984,JAPAN,32.7792,132.9589,tsunami,,,,
10402,1984,JAPAN,32.7792,132.9589,tsunami,,,,
10403,1984,JAPAN,34.617,138.883,tsunami,,,,
10404,1984,JAPAN,33.133,139.8,tsunami,,,,
10405,1984,JAPAN,34.067,139.483,tsunami,,,,
10406,1984,JAPAN,34.783,139.383,tsunami,,,,
10407,1984,JAPAN,33.1,139.767,tsunami,,,,
10408,1984,JAPAN,33.1,139.767,tsunami,,,,
10409,1984,JAPAN,33.1,139.767,tsunami,,,,
10410,1984,JAPAN,33.267,134.167,tsunami,,,,
10411,1984,JAPAN,33.267,134.167,tsunami,,,,
10412,1984,JAPAN,33.55,133.55,tsunami,,,,
10413,1984,JAPAN,34.083,136.2,tsunami,,,,
10414,1984,JAPAN,34.083,136.2,tsunami,,,,
10415,1984,JAPAN,32.433,131.667,tsunami,,,,
10416,1984,JAPAN,40.533,141.533,tsunami,,,,
10417,1984,JAPAN,36.933,140.9,tsunami,,,,
10418,1984,JAPAN,39.65,141.983,tsunami,,,,
10419,1984,JAPAN,39.017,141.75,tsunami,,,,
10420,1984,JAPAN,38.3,141.5,tsunami,,,,
10421,1985,USA,51.863,-176.632,tsunami,,,,
10422,1985,USA,57.730313,-152.513871,tsunami,,,,
10423,1985,USA,55.337,-160.502,tsunami,,,,
10424,1985,USA,60.119,-149.427,tsunami,,,,
10425,1985,USA,59.55,-139.733,tsunami,,,,
10426,1985,USA,19.7303,-155.0553,tsunami,,,,
10427,1985,USA,19.7303,-155.0553,tsunami,,,,
10428,1985,USA,21.3067,-157.867,tsunami,,,,
10429,1985,USA,19.0845,-155.5509,tsunami,,,,
10430,1985,USA,20.895,-156.477,tsunami,,,,
10431,1985,USA,20.895,-156.477,tsunami,,,,
10432,1985,USA,19.63,-155.99,tsunami,,,,
10433,1985,USA,20.186,-155.906,tsunami,,,,
10434,1985,USA,21.13,-156.72,tsunami,,,,
10435,1985,ECUADOR,-2.1833,-79.8833,tsunami,,,,
10436,1985,ECUADOR,-0.433,-90.283,tsunami,,,,
10437,1985,ECUADOR,-2.23,-80.9,tsunami,,,,
10438,1985,JAPAN,43.35,145.583,tsunami,,,,
10439,1985,JAPAN,35.083,136.883,tsunami,,,,
10440,1985,JAPAN,40.533,141.533,tsunami,,,,
10441,1985,JAPAN,27.0939,142.1947,tsunami,,,,
10442,1985,JAPAN,35.75,140.867,tsunami,,,,
10443,1985,JAPAN,34.9189,139.825,tsunami,,,,
10444,1985,JAPAN,36.933,140.9,tsunami,,,,
10445,1985,JAPAN,43.2781,145.5678,tsunami,,,,
10446,1985,JAPAN,42.9756,144.3714,tsunami,,,,
10447,1985,JAPAN,42.3,143.333,tsunami,,,,
10448,1985,JAPAN,42.633,141.617,tsunami,,,,
10449,1985,JAPAN,39.65,141.983,tsunami,,,,
10450,1985,JAPAN,39.017,141.75,tsunami,,,,
10451,1985,JAPAN,34.083,136.2,tsunami,,,,
10452,1985,JAPAN,34.483,136.817,tsunami,,,,
10453,1985,JAPAN,38.3,141.5,tsunami,,,,
10454,1985,JAPAN,34.683,137.617,tsunami,,,,
10455,1985,JAPAN,34.6083,138.2222,tsunami,,,,
10456,1985,JAPAN,35.017,138.517,tsunami,,,,
10457,1985,JAPAN,35.017,138.883,tsunami,,,,
10458,1985,JAPAN,33.1,139.767,tsunami,,,,
10459,1985,JAPAN,34.217,135.15,tsunami,,,,
10460,1985,JAPAN,42.284,143.319,tsunami,,,,
10461,1985,JAPAN,42.167,142.767,tsunami,,,,
10462,1985,JAPAN,42.35,140.95,tsunami,,,,
10463,1985,JAPAN,42.1,140.6,tsunami,,,,
10464,1985,JAPAN,35.65,139.767,tsunami,,,,
10465,1985,JAPAN,33.55,135.9,tsunami,,,,
10466,1985,JAPAN,33.467,135.783,tsunami,,,,
10467,1985,JAPAN,33.233,132.55,tsunami,,,,
10468,1985,JAPAN,31.267,130.3,tsunami,,,,
10469,1985,JAPAN,26.217,127.667,tsunami,,,,
10470,1985,CHINA,22.25,114.17,tsunami,,,,
10471,1985,FRENCH POLYNESIA,-17.5331,-149.5726,tsunami,,,,
10472,1985,FRENCH POLYNESIA,-17.5331,-149.5726,tsunami,,,,
10473,1985,FRENCH POLYNESIA,-23.1221,-134.9666,tsunami,,,,
10474,1985,FRENCH POLYNESIA,-23.1178,-134.9689,tsunami,,,,
10475,1985,GUADELOUPE (FRENCH TERRITORY),16,-61.717,tsunami,,,,
10476,1985,PAPUA NEW GUINEA,-4.21,152.17,tsunami,,,,
10477,1985,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
10478,1985,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
10479,1985,EL SALVADOR,13.5739,-89.8383,tsunami,,,,
10480,1985,MEXICO,16.833,-99.917,tsunami,,,,
10481,1985,MEXICO,16.833,-99.917,tsunami,,,,
10482,1985,MEXICO,18.7,-103.73,tsunami,,,,
10483,1985,MEXICO,18.917,-104.067,tsunami,,,,
10484,1985,MEXICO,18.35,-103.48,tsunami,,,,
10485,1985,MEXICO,17.67,-101.65,tsunami,,,,
10486,1985,MEXICO,18.04,-102.21,tsunami,,,,
10487,1985,MEXICO,19.05,-104.333,tsunami,,,,
10488,1985,MEXICO,17.98,-102.35,tsunami,,,,
10489,1985,MEXICO,17.667,-101.642,tsunami,,,,
10490,1985,MEXICO,17.667,-101.642,tsunami,,,,
10491,1985,SAMOA,-13.8268,-171.7613,tsunami,,,,
10492,1986,USA,51.863,-176.632,tsunami,,,,
10493,1986,USA,55.337,-160.502,tsunami,,,,
10494,1986,USA,53.883,-166.533,tsunami,,,,
10495,1986,USA,41.7456,-124.184,tsunami,,,,
10496,1986,USA,22.2125,-159.4982,tsunami,,,,
10497,1986,USA,19.7303,-155.0553,tsunami,,,,
10498,1986,USA,19.7303,-155.0553,tsunami,,,,
10499,1986,USA,21.3067,-157.867,tsunami,,,,
10500,1986,USA,21.3067,-157.867,tsunami,,,,
10501,1986,USA,19.0845,-155.5509,tsunami,,,,
10502,1986,USA,19.0845,-155.5509,tsunami,,,,
10503,1986,USA,20.895,-156.477,tsunami,,,,
10504,1986,USA,20.895,-156.477,tsunami,,,,
10505,1986,USA,19.63,-155.99,tsunami,,,,
10506,1986,USA,19.63,-155.99,tsunami,,,,
10507,1986,USA,22.08,-159.32,tsunami,,,,
10508,1986,USA,20.186,-155.906,tsunami,,,,
10509,1986,USA,21.927,-159.36,tsunami,,,,
10510,1986,USA,48.367,-124.612,tsunami,,,,
10511,1986,USA,46.705,-123.966,tsunami,,,,
10512,1986,USA,60.119,-149.427,tsunami,,,,
10513,1986,USA,57.730313,-152.513871,tsunami,,,,
10515,1986,CHILE,-29.95,-71.3353,tsunami,,,,
10516,1986,CHILE,-27.15,-109.45,tsunami,,,,
10517,1986,CHILE,-33.033,-71.633,tsunami,,,,
10518,1986,ECUADOR,-0.433,-90.283,tsunami,,,,
10519,1986,ECUADOR,-2.23,-80.9,tsunami,,,,
10520,1986,USA TERRITORY,28.215,-177.361,tsunami,,,,
10521,1986,USA TERRITORY,16.7363,-169.5283,tsunami,,,,
10522,1986,USA TERRITORY,19.29,166.6183,tsunami,,,,
10523,1986,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
10524,1986,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
10525,1986,JAPAN,38.417,141.267,tsunami,,,,
10526,1986,JAPAN,34.983,139.85,tsunami,,,,
10527,1986,JAPAN,40.533,141.533,tsunami,,,,
10528,1986,JAPAN,27.0939,142.1947,tsunami,,,,
10529,1986,JAPAN,35.75,140.867,tsunami,,,,
10530,1986,JAPAN,34.9189,139.825,tsunami,,,,
10531,1986,JAPAN,36.933,140.9,tsunami,,,,
10532,1986,JAPAN,43.2781,145.5678,tsunami,,,,
10533,1986,JAPAN,42.9756,144.3714,tsunami,,,,
10534,1986,JAPAN,42.633,141.617,tsunami,,,,
10535,1986,JAPAN,42.167,142.767,tsunami,,,,
10536,1986,JAPAN,39.267,141.883,tsunami,,,,
10537,1986,JAPAN,39.65,141.983,tsunami,,,,
10538,1986,JAPAN,39.017,141.75,tsunami,,,,
10539,1986,JAPAN,34.217,139.133,tsunami,,,,
10540,1986,JAPAN,33.267,134.167,tsunami,,,,
10541,1986,JAPAN,32.7792,132.9589,tsunami,,,,
10542,1986,JAPAN,34.083,136.2,tsunami,,,,
10543,1986,JAPAN,38.3,141.5,tsunami,,,,
10544,1986,JAPAN,31.583,131.417,tsunami,,,,
10545,1986,JAPAN,34.683,137.617,tsunami,,,,
10546,1986,JAPAN,34.617,138.883,tsunami,,,,
10547,1986,JAPAN,34.6083,138.2222,tsunami,,,,
10548,1986,JAPAN,34.067,139.483,tsunami,,,,
10549,1986,JAPAN,34.783,139.383,tsunami,,,,
10550,1986,JAPAN,33.1,139.767,tsunami,,,,
10551,1986,JAPAN,33.467,135.783,tsunami,,,,
10552,1986,JAPAN,33.55,135.9,tsunami,,,,
10553,1986,JAPAN,33.95,130.95,tsunami,,,,
10554,1986,JAPAN,24.8,125.283,tsunami,,,,
10555,1986,JAPAN,24.333,124.167,tsunami,,,,
10556,1986,JAPAN,26.217,127.667,tsunami,,,,
10557,1986,NEW ZEALAND,-43.6058,172.7222,tsunami,,,,
10558,1986,SAMOA,-13.8268,-171.7613,tsunami,,,,
10559,1986,COOK ISLANDS,-21.2,-159.783,tsunami,,,,
10560,1986,"MICRONESIA, FED. STATES OF",7.3666,151.8833,tsunami,,,,
10561,1986,PERU,-6.933,-80.717,tsunami,,,,
10562,1986,PERU,-12.069,-77.1668,tsunami,,,,
10563,1986,FRENCH POLYNESIA,-17.5331,-149.5726,tsunami,,,,
10564,1986,FRENCH POLYNESIA,-17.5331,-149.5726,tsunami,,,,
10565,1986,FRENCH POLYNESIA,-27.58,-144.33,tsunami,,,,
10566,1987,JAPAN,38.417,141.267,tsunami,,,,
10567,1987,JAPAN,39.017,141.75,tsunami,,,,
10568,1987,JAPAN,36.933,140.9,tsunami,,,,
10569,1987,JAPAN,33,131,tsunami,,,,
10570,1987,JAPAN,42.9756,144.3714,tsunami,,,,
10571,1987,JAPAN,39.65,141.983,tsunami,,,,
10572,1987,JAPAN,34.983,139.85,tsunami,,,,
10573,1987,CHILE,-18.467,-70.333,tsunami,,,,
10574,1987,CHILE,-27.067,-70.833,tsunami,,,,
10575,1987,CHILE,-29.95,-71.3353,tsunami,,,,
10576,1987,CHILE,-33.033,-71.633,tsunami,,,,
10577,1987,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
10578,1987,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
10579,1987,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
10580,1987,PAPUA NEW GUINEA,-5.6,148,tsunami,,,,
10581,1987,PAPUA NEW GUINEA,-6.22,149.55,tsunami,,,,
10582,1987,USA,59.55,-139.733,tsunami,,,,
10583,1987,USA,59.55,-139.733,tsunami,,,,
10584,1987,USA,60.119,-149.427,tsunami,,,,
10585,1987,USA,57.052,-135.342,tsunami,,,,
10586,1987,USA,37.807,-122.465,tsunami,,,,
10587,1987,USA,19.7303,-155.0553,tsunami,,,,
10588,1987,USA,19.7303,-155.0553,tsunami,,,,
10589,1987,USA,21.3067,-157.867,tsunami,,,,
10590,1987,USA,21.927,-159.36,tsunami,,,,
10591,1987,USA,45.979,-129.99,tsunami,,,,
10592,1987,USA,52.733,-155.003,tsunami,,,,
10593,1987,USA,52.733,-156.48,tsunami,,,,
10594,1988,CHILE,-27.0644,-70.8247,tsunami,,,,
10595,1988,USA,57.052,-135.342,tsunami,,,,
10596,1988,USA,59.55,-139.733,tsunami,,,,
10597,1988,USA,37.807,-122.465,tsunami,,,,
10598,1988,USA,57.75,-152.483,tsunami,,,,
10599,1988,USA,52.733,-155.003,tsunami,,,,
10600,1988,USA,52.733,-156.48,tsunami,,,,
10601,1988,USA,45.979,-129.99,tsunami,,,,
10602,1988,USA,32.715,-117.174,tsunami,,,,
10603,1988,USA,60.119,-149.427,tsunami,,,,
10604,1988,CHINA,22.29,114.22,tsunami,,,,
10605,1988,CHINA,22.4,114.18,tsunami,,,,
10606,1988,PAPUA NEW GUINEA,-6.1605,148.96,tsunami,,,,
10607,1988,PAPUA NEW GUINEA,-6.166,149.02,tsunami,,,,
10608,1988,SOLOMON ISLANDS,-9.429,159.955,tsunami,,,,
10609,1988,SOLOMON ISLANDS,-10.6,161.75,tsunami,100,1,,
10610,1989,AUSTRALIA,-33.85,151.233,tsunami,,,,
10611,1989,AUSTRALIA,-42.88,147.33,tsunami,,,,
10612,1989,USA,19.7303,-155.0553,tsunami,,,,
10613,1989,USA,19.0845,-155.5509,tsunami,,,,
10614,1989,USA,19.4992,-154.8197,tsunami,,,,
10615,1989,USA,55.337,-160.502,tsunami,,,,
10616,1989,USA,53.883,-166.533,tsunami,,,,
10617,1989,USA,36.605,-121.888,tsunami,,,,
10618,1989,USA,36.8,-121.78,tsunami,,,,
10619,1989,USA,36.97,-122.02,tsunami,,,,
10620,1989,USA TERRITORY,18.083,-67.15,tsunami,,,,
10621,1990,USA,19.63,-155.99,tsunami,,,,
10622,1990,USA,51.863,-176.632,tsunami,,,,
10623,1990,USA TERRITORY,28.215,-177.361,tsunami,,,,
10624,1990,USA TERRITORY,19.29,166.6183,tsunami,,,,
10625,1990,USA TERRITORY,15,145.6,tsunami,,,,
10626,1990,USA TERRITORY,13.33,144.77,tsunami,,,,
10627,1990,JAPAN,35.75,140.867,tsunami,,,,
10628,1990,JAPAN,32.433,131.667,tsunami,,,,
10629,1990,JAPAN,34.9189,139.825,tsunami,,,,
10630,1990,JAPAN,34.9189,139.825,tsunami,,,,
10631,1990,JAPAN,34.083,136.2,tsunami,,,,
10632,1990,JAPAN,34.083,136.2,tsunami,,,,
10633,1990,JAPAN,33.1,139.77,tsunami,,,,
10634,1990,JAPAN,34.7,139.4,tsunami,,,,
10635,1990,JAPAN,34.783,139.383,tsunami,,,,
10636,1990,JAPAN,34.783,139.383,tsunami,,,,
10637,1990,JAPAN,34.783,139.383,tsunami,,,,
10638,1990,JAPAN,27.0939,142.1947,tsunami,,,,
10639,1990,JAPAN,36.933,140.9,tsunami,,,,
10640,1990,JAPAN,34.217,139.133,tsunami,,,,
10641,1990,JAPAN,34.217,139.133,tsunami,,,,
10642,1990,JAPAN,33.55,133.55,tsunami,,,,
10643,1990,JAPAN,33.267,134.167,tsunami,,,,
10644,1990,JAPAN,32.7792,132.9589,tsunami,,,,
10645,1990,JAPAN,34.483,136.817,tsunami,,,,
10646,1990,JAPAN,38.3,141.5,tsunami,,,,
10647,1990,JAPAN,31.583,131.417,tsunami,,,,
10648,1990,JAPAN,26.217,127.667,tsunami,,,,
10649,1990,JAPAN,34.617,138.883,tsunami,,,,
10650,1990,JAPAN,34.6083,138.2222,tsunami,,,,
10651,1990,JAPAN,35.017,138.883,tsunami,,,,
10652,1990,JAPAN,33.133,139.8,tsunami,,,,
10653,1990,JAPAN,34.067,139.483,tsunami,,,,
10654,1990,JAPAN,33.1,139.767,tsunami,,,,
10655,1990,JAPAN,33.1,139.767,tsunami,,,,
10656,1990,JAPAN,33.467,135.783,tsunami,,,,
10657,1990,JAPAN,33.683,135.383,tsunami,,,,
10658,1990,JAPAN,33.55,135.9,tsunami,,,,
10659,1990,JAPAN,24.333,124.167,tsunami,,,,
10660,1990,JAPAN,24.8,125.283,tsunami,,,,
10661,1990,"MICRONESIA, FED. STATES OF",7.3666,151.8833,tsunami,,,,
10662,1991,SOLOMON ISLANDS,-9.429,159.955,tsunami,,,,
10663,1991,SOLOMON ISLANDS,-9.429,159.955,tsunami,,,,
10664,1991,USA,51.863,-176.632,tsunami,,,,
10665,1991,USA,53.883,-166.533,tsunami,,,,
10666,1991,PANAMA,9.367,-82.167,tsunami,,,,
10667,1991,PANAMA,9.33,-82.23,tsunami,,,,
10668,1991,PANAMA,9.55,-79.617,tsunami,,,,
10669,1991,PANAMA,9.333,-82.25,tsunami,,,,
10670,1991,PANAMA,9.25,-82.27,tsunami,,,,
10671,1991,PANAMA,9.37,-79.881,tsunami,,,,
10672,1991,PANAMA,9.46,-82.47,tsunami,,,,
10673,1991,PANAMA,9.45,-82.43,tsunami,,,,
10674,1991,PANAMA,9.415,-82.315,tsunami,,,,
10675,1991,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
10676,1992,USA,37.79,-122.27,tsunami,,,,
10677,1992,USA,34.13,-118.03,tsunami,,,,
10678,1992,USA,38.914,-123.711,tsunami,,,,
10679,1992,USA,40.98,-124.1,tsunami,,,,
10680,1992,USA,41.7456,-124.184,tsunami,,,,
10681,1992,USA,37.81,-122.47,tsunami,,,,
10682,1992,USA,36.605,-121.888,tsunami,,,,
10683,1992,USA,40.767,-124.217,tsunami,,,,
10684,1992,USA,42.737,-124.497,tsunami,,,,
10685,1992,USA,37.997,-122.975,tsunami,,,,
10686,1992,USA,41.06,-124.13,tsunami,,,,
10687,1992,USA,19.7303,-155.0553,tsunami,,,,
10688,1992,USA,19.7303,-155.0553,tsunami,,,,
10689,1992,USA,20.895,-156.477,tsunami,,,,
10690,1992,USA,20.895,-156.477,tsunami,,,,
10691,1992,USA,29.885,-81.288,tsunami,,,,
10692,1992,USA,29.017,-80.917,tsunami,,,,
10693,1992,USA,29.29,-81.07,tsunami,,,,
10694,1992,USA,35.17666,-120.755,tsunami,,,,
10695,1992,USA,20.0366,-155.829,tsunami,,,,
10697,1992,ECUADOR,-0.433,-90.283,tsunami,,,,
10698,1992,ECUADOR,-2.23,-80.9,tsunami,,,,
10699,1992,MEXICO,18.73,-111.02,tsunami,,,,
10700,1992,MEXICO,22.883,-109.9,tsunami,,,,
10702,1992,CHILE,-33.033,-71.633,tsunami,,,,
10703,1992,CHILE,-27.15,-109.45,tsunami,,,,
10704,1992,NICARAGUA,11.4727,-86.1285,tsunami,,15,,
10705,1992,NICARAGUA,12.8344,-87.5835,tsunami,33,1,4,
10706,1992,NICARAGUA,12.48,-87.17,tsunami,9,1,,
10707,1992,NICARAGUA,12.37,-87.03,tsunami,50,12,80,
10708,1992,NICARAGUA,12.2,-86.77,tsunami,,,,
10710,1992,NICARAGUA,11.68,-86.38,tsunami,,,,
10711,1992,NICARAGUA,11.3,-85.92,tsunami,,,,
10712,1992,NICARAGUA,11.159,-85.802,tsunami,,,,
10713,1992,NICARAGUA,12.1,-86.735,tsunami,,,,
10714,1992,NICARAGUA,12.48,-87.17,tsunami,,,,
10715,1992,NICARAGUA,12.27008333,-86.8768,tsunami,,,,
10716,1992,NICARAGUA,12.27008333,-86.8768,tsunami,,,,
10717,1992,NICARAGUA,12.27008333,-86.8768,tsunami,,,,
10718,1992,NICARAGUA,12.25273333,-86.85196667,tsunami,,,,
10719,1992,NICARAGUA,12.25533333,-86.85595,tsunami,,,,
10720,1992,NICARAGUA,12.19583333,-86.76566667,tsunami,,,,
10721,1992,NICARAGUA,12.17783333,-86.76983333,tsunami,,,,
10722,1992,NICARAGUA,12.17783333,-86.76983333,tsunami,,,,
10723,1992,NICARAGUA,12.17783333,-86.76983333,tsunami,,,,
10724,1992,NICARAGUA,12.20066667,-86.76866667,tsunami,,,,
10725,1992,NICARAGUA,12.20383333,-86.76866667,tsunami,,,,
10726,1992,NICARAGUA,12.05216667,-86.704,tsunami,,,,
10727,1992,NICARAGUA,11.28281667,-85.90211667,tsunami,,,,
10728,1992,NICARAGUA,11.28406667,-85.90298333,tsunami,,,,
10729,1992,NICARAGUA,11.28406667,-85.90298333,tsunami,,,,
10730,1992,NICARAGUA,11.28406667,-85.90298333,tsunami,,,,
10731,1992,NICARAGUA,11.28675,-85.9032,tsunami,,,,
10732,1992,NICARAGUA,11.28675,-85.9032,tsunami,,,,
10733,1992,NICARAGUA,11.28675,-85.9032,tsunami,,,,
10734,1992,NICARAGUA,11.28675,-85.9032,tsunami,,,,
10735,1992,NICARAGUA,11.28675,-85.9032,tsunami,,,,
10736,1992,NICARAGUA,11.15883333,-85.80238333,tsunami,,,,
10737,1992,NICARAGUA,11.14486667,-85.79521667,tsunami,,,,
10738,1992,NICARAGUA,11.14196667,-85.79378333,tsunami,,,,
10739,1992,NICARAGUA,11.13905,-85.79358333,tsunami,,,,
10740,1992,NICARAGUA,11.13746667,-85.7942,tsunami,,,,
10741,1992,NICARAGUA,11.1363,-85.794,tsunami,,,,
10742,1992,NICARAGUA,11.1017,-85.75785,tsunami,,,,
10743,1992,NICARAGUA,11.1017,-85.75785,tsunami,,,,
10744,1992,NICARAGUA,11.10298333,-85.75813333,tsunami,,,,
10745,1992,NICARAGUA,11.1062,-85.75976667,tsunami,,,,
10746,1992,NICARAGUA,11.1094,-85.76481667,tsunami,,,,
10747,1992,NICARAGUA,12.05216,-86.704,tsunami,,,,
10748,1992,NICARAGUA,11.8,-86.51,tsunami,,,,
