,Unnamed: 0,YEAR,COUNTRY,DISASTER_TYPE,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_DAMAGE_MILLIONS_DOLLARS
1124,1124,2013,Peru,Ash fall,,,
1125,1125,2013,Peru,Ground movement,,29,
1126,1126,2013,Philippines (the),Ground movement,230,976,51.459
1127,1127,2013,Solomon Islands,Tsunami,10,,2
1128,1128,2013,Taiwan (Province of China),Ground movement,5,116,2.1
1129,1129,2014,Algeria,Ground movement,6,420,
1130,1130,2014,Cabo Verde,Lava flow,,,
1131,1131,2014,Chile,Ground movement,6,,100
1132,1132,2014,China,Ground movement,738,3905,5640
1133,1133,2014,Comoros (the),Ground movement,,,
1134,1134,2014,Ecuador,Ground movement,3,18,
1135,1135,2014,Greece,Ground movement,3,25,628
1136,1136,2014,Guatemala,Ground movement,1,274,
1137,1137,2014,Indonesia,Ash fall,39,72,186
1138,1138,2014,Iran (Islamic Republic of),Ground movement,1,280,45
1139,1139,2014,Japan,--,63,69,
1140,1140,2014,Japan,Ground movement,,41,2
1141,1141,2014,Mexico,Ground movement,3,,
1142,1142,2014,Nicaragua,Ground movement,2,266,3
1143,1143,2014,Papua New Guinea,Ash fall,,,
1144,1144,2014,Peru,Ground movement,8,4,
1145,1145,2014,Philippines (the),--,,,
1146,1146,2014,South Africa,Ground movement,1,2,
1147,1147,2014,Thailand,Ground movement,1,23,62
1148,1148,2014,Turkey,Ground movement,,324,
1149,1149,2014,United States of America (the),Ground movement,1,250,700
1150,1150,2015,Afghanistan,Ground movement,115,58092,
1151,1151,2015,Argentina,Ash fall,,,
1152,1152,2015,Bangladesh,Ground movement,4,200,
1153,1153,2015,Chile,Ash fall,,,600
1154,1154,2015,Chile,Tsunami,19,15,800
1155,1155,2015,China,Ground movement,33,678,32.85
1156,1156,2015,Colombia,Ground movement,,1,
1157,1157,2015,Congo (the Democratic Republic of the),Ground movement,3,30,
1158,1158,2015,Costa Rica,Ash fall,,,
1159,1159,2015,Ecuador,--,,,
1160,1160,2015,Ecuador,Lava flow,,,
1161,1161,2015,India,Ground movement,98,570,
1162,1162,2015,Indonesia,Ground movement,,62,
1163,1163,2015,Kyrgyzstan,Ground movement,,,12
1164,1164,2015,Malaysia,Ground movement,24,10,0.002
1165,1165,2015,Nepal,Ground movement,8969,20360,5174
1166,1166,2015,Pakistan,Ground movement,283,1830,
1167,1167,2015,Pakistan,Rockfall,13,,
1168,1168,2015,Tajikistan,Ground movement,2,14,5
1169,1169,2015,Timor-Leste,Ground movement,,3,4
1170,1170,2016,Bangladesh,Ground movement,5,70,
1171,1171,2016,China,Ground movement,3,,200.5
1172,1172,2016,Ecuador,Ground movement,673,6361,2000
1173,1173,2016,India,Ground movement,8,308,75
1174,1174,2016,Indonesia,Ground movement,104,865,100
1175,1175,2016,Italy,Ground movement,297,444,5400
1176,1176,2016,Japan,Ground movement,58,2491,20100
1177,1177,2016,Korea (the Republic of),Ground movement,,32,21
1178,1178,2016,Macedonia (the former Yugoslav Republic of),Ground movement,,100,10
1179,1179,2016,Myanmar,Ground movement,4,2,10
1180,1180,2016,New Zealand,Tsunami,2,50,3900
1181,1181,2016,Pakistan,Ground movement,6,42,
1182,1182,2016,Peru,Ground movement,5,84,
1183,1183,2016,Philippines (the),Ground movement,8,202,
1184,1184,2016,Solomon Islands,Ground movement,,1,
1185,1185,2016,Taiwan (Province of China),Ground movement,117,525,700
1186,1186,2016,Tajikistan,Ground movement,,,
1187,1187,2016,"Tanzania, United Republic of",Ground movement,17,440,458
1188,1188,2016,Uganda,Ground movement,4,,
1189,1189,2016,United States of America (the),Ground movement,,,20
1190,1190,2017,China,Ground movement,37,552,533
1191,1191,2017,Greece,Ground movement,3,131,
1192,1192,2017,Guatemala,Ground movement,,2,
1193,1193,2017,Indonesia,--,,,
1194,1194,2017,Indonesia,Ground movement,4,36,
1195,1195,2017,Iran (Islamic Republic of),Ground movement,449,9537,742
1196,1196,2017,Iraq,Ground movement,10,469,
1197,1197,2017,Italy,Ground movement,31,53,18
1198,1198,2017,Korea (the Republic of),Ground movement,,57,
1199,1199,2017,Kyrgyzstan,Ground movement,,,
1200,1200,2017,Mexico,Ground movement,467,6250,8300
1201,1201,2017,Philippines (the),Ground movement,11,650,20.338
1202,1202,2017,Switzerland,Rockfall,8,,
1203,1203,2017,Turkey,Ground movement,,360,
1204,1204,2017,Vanuatu,Ash fall,,,
1205,1205,2018,China,Ground movement,,24,79
1206,1206,2018,El Salvador,Ground movement,,,
1207,1207,2018,Guatemala,Pyroclastic flow ,425,27,
1208,1208,2018,Haiti,Ground movement,17,421,
1209,1209,2018,Indonesia,--,453,14059,250
1210,1210,2018,Indonesia,Ash fall,,,
1211,1211,2018,Indonesia,Ground movement,589,1754,904
1212,1212,2018,Indonesia,Tsunami,4340,4400,1450
1213,1213,2018,Iran (Islamic Republic of),Ground movement,2,1258,20
1214,1214,2018,Japan,Ground movement,49,1097,4500
1215,1215,2018,Mexico,Ground movement,,4,
1216,1216,2018,Myanmar,Landslide,17,,
1217,1217,2018,Papua New Guinea,--,,,
1218,1218,2018,Papua New Guinea,Ground movement,181,300,61
1219,1219,2018,Peru,Ground movement,2,139,
1220,1220,2018,Philippines (the),Lava flow,,,3.564
1221,1221,2018,Taiwan (Province of China),Ground movement,84,285,100
1222,1222,2018,United States of America (the),Lava flow,,,500
1223,1223,2018,Vanuatu,Ash fall,,,
1224,1224,2019,Indonesia,Ground movement,9,45,
1225,1225,2019,Italy,--,,28,115
1226,1226,,,,,,
1227,1227,,,,,,
